
# Description of the Experiment:
#  - We generate the costs to up to 5000 tasks for 10 and 100 resources.
#  - All resources costs follow random functions with RNG seeds starting at 100.
#  - Accuracy costs were later normalized.
#  - We schedule from 1000 to 5000 tasks in increments of 100.
#  - We run adapted versions of OLAR; MC²MKP; ELASTIC; and FedAECS; and
#    MEC and ECMTC schedulers.
#  - We use no lower or upper task assignment limits for resources.
#  - Every result is verified and logged to a CSV file.
Scheduler_Name,Num_Tasks,Num_Resources,Num_Selected_Resources,Makespan,Energy_Consumption,Training_Accuracy
MEC,2000,100,99,285.977215374329,13475.044827006912,0.045003352253339964
ECMTC,2000,100,99,475.9280027342622,11570.580886129808,0.044994156298039385
ELASTIC,2100,100,100,4889.722915908586,248617.24070724825,0.5395639931375473
OLAR,2100,100,97,4775.451120561893,253576.08319031054,0.6551534168965053
FedAECS,2100,100,1,1565.878773567681,1565.878773567681,0.27253573027038247
MC²MKP,2100,100,99,475.9280027342622,11068.335434686167,0.00525118821844004
MEC,2100,100,98,274.4032788684675,14201.961925004742,0.04500335324066222
ECMTC,2100,100,99,475.9280027342622,11068.335434686174,0.00525118821844004
OLAR,2200,100,98,4775.451120561893,250425.66782375684,0.6550434798357994
ELASTIC,2200,100,100,4972.60156410204,243304.93261510174,0.08010975023775349
FedAECS,2200,100,1,4888.2076569382625,4888.2076569382625,0.6820859119630115
MC²MKP,2200,100,99,475.9280027342622,10605.163015375178,0.00525118821844004
MEC,2200,100,99,257.45747594834944,12888.766555546665,0.045003352253339964
ECMTC,2200,100,99,475.9280027342622,10605.163015375183,0.00525118821844004
