
# Description of the Experiment:
#  - We generate the costs to up to 2000 tasks for 100 resources.
#  - All resources costs follow linear functions with RNG seeds starting at 100.
#  - Time costs were generated using uniformly distributed values ranging from 1 to 10.
#  - Energy costs were generated using uniformly distributed values ranging from 0.32 to 3.2.
#  - Accuracy costs were generated using uniformly distributed values ranging from 0.2 to 2.0 (then normalized).
#  - We schedule from 200 to 2000 tasks in increments of 200.
#  - We run adapted versions of OLAR; MC²MKP; ELASTIC; and FedAECS; and
#    MEC and ECMTC schedulers.
#  - We use no lower or upper task assignment limits for resources.
#  - Each sample is composed of 5 executions of the schedulers.
#  - We get 20 samples for each pair (scheduler; tasks)
#  - The order of execution of the different schedulers is randomly defined.
#    We set shuffle seed at 1000 and increase it every time we need a new order.
#  - Every result is logged to a CSV file.
Scheduler_Name,Num_Tasks,Num_Resources,Execution_Time
MEC,1000,100,108.93379610599368
ELASTIC,1000,100,0.02680970900109969
FedAECS,1000,100,1.2274663999996847
ECMTC,1000,100,200.72626803300227
OLAR,1000,100,0.03204839798854664
FedAECS,1000,100,1.2446411359997
ECMTC,1000,100,201.69853658600186
ELASTIC,1000,100,0.027171542009455152
MC²MKP,1000,100,66.21524807199603
MEC,1000,100,109.14133263799886
FedAECS,1000,100,1.2313456929987296
ELASTIC,1000,100,0.027088361995993182
MEC,1000,100,108.12537218199577
ECMTC,1000,100,198.78348099700816
MC²MKP,1000,100,65.01991644200461
OLAR,1000,100,0.030972355001722462
ELASTIC,1000,100,0.028102919008233584
OLAR,1000,100,0.03140066699415911
MC²MKP,1000,100,64.99557066000125
FedAECS,1000,100,1.2610358329984592
MEC,1000,100,109.34373072799644
ECMTC,1000,100,201.5691927250009
ECMTC,1000,100,200.92144180899777
MEC,1000,100,109.36388108499523
FedAECS,1000,100,1.2602397110022139
MC²MKP,1000,100,65.87558124799398
ELASTIC,1000,100,0.026648084007319994
OLAR,1000,100,0.03182959998957813
MEC,1000,100,109.01236192698707
ECMTC,1000,100,200.20861324499128
ELASTIC,1000,100,0.026680373994167894
FedAECS,1000,100,1.2519900030019926
OLAR,1000,100,0.030652328990981914
MC²MKP,1000,100,65.89062340300006
ELASTIC,1000,100,0.02912219699646812
MEC,1000,100,109.40512640800443
